schema,query,actual_output,generated_sql_query,is_match
"CREATE TABLE continents (ContId INT, Continent TEXT);
CREATE TABLE countries (CountryId INT, CountryName TEXT, Continent INT);
CREATE TABLE car_makers (Id INT, Maker TEXT, FullName TEXT, Country TEXT);
CREATE TABLE model_list (ModelId INT, Maker INT, Model TEXT);
CREATE TABLE car_names (MakeId INT, Model TEXT, Make TEXT);
CREATE TABLE cars_data (Id INT, MPG TEXT, Cylinders INT, Edispl INT, Horsepower TEXT, Weight INT, Accelerate INT, Year INT);
",What are the names of the countries with no car makers?,SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;,SELECT countryname FROM countries WHERE countryid NOT IN (SELECT country FROM car_makers);,False
"CREATE TABLE continents (ContId INT, Continent TEXT);
CREATE TABLE countries (CountryId INT, CountryName TEXT, Continent INT);
CREATE TABLE car_makers (Id INT, Maker TEXT, FullName TEXT, Country TEXT);
CREATE TABLE model_list (ModelId INT, Maker INT, Model TEXT);
CREATE TABLE car_names (MakeId INT, Model TEXT, Make TEXT);
CREATE TABLE cars_data (Id INT, MPG TEXT, Cylinders INT, Edispl INT, Horsepower TEXT, Weight INT, Accelerate INT, Year INT);
",Which are the car makers which produce at least 2 models and more than 3 car makers? List the id and the maker .,"select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >=  2 intersect select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model group by t1.id having count(*)  >  3;","SELECT maker,  id FROM model_list GROUP BY maker HAVING count(*)  >=  2 INTERSECT SELECT maker,  id FROM model_list GROUP BY maker HAVING count(*)  >  3;",False
"CREATE TABLE continents (ContId INT, Continent TEXT);
CREATE TABLE countries (CountryId INT, CountryName TEXT, Continent INT);
CREATE TABLE car_makers (Id INT, Maker TEXT, FullName TEXT, Country TEXT);
CREATE TABLE model_list (ModelId INT, Maker INT, Model TEXT);
CREATE TABLE car_names (MakeId INT, Model TEXT, Make TEXT);
CREATE TABLE cars_data (Id INT, MPG TEXT, Cylinders INT, Edispl INT, Horsepower TEXT, Weight INT, Accelerate INT, Year INT);
",What are the ids and makers of all car makers that produce at least 2 models and make more than 3 cars?,"SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >=  2 INTERSECT SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model GROUP BY T1.Id HAVING count(*)  >  3;","SELECT T1.id,  T1.maker FROM car_makers AS T1 JOIN model_list AS T2 ON T1.id  =  T2.maker GROUP BY T1.id HAVING count(*)  >=  2 INTERSECT SELECT T1.id,  T1.maker FROM car_makers AS T1 JOIN car_names AS T2 ON T1.id  =  T2.MakeId GROUP BY T1.id HAVING count(*)  >=  3;",False
"CREATE TABLE continents (ContId INT, Continent TEXT);
CREATE TABLE countries (CountryId INT, CountryName TEXT, Continent INT);
CREATE TABLE car_makers (Id INT, Maker TEXT, FullName TEXT, Country TEXT);
CREATE TABLE model_list (ModelId INT, Maker INT, Model TEXT);
CREATE TABLE car_names (MakeId INT, Model TEXT, Make TEXT);
CREATE TABLE cars_data (Id INT, MPG TEXT, Cylinders INT, Edispl INT, Horsepower TEXT, Weight INT, Accelerate INT, Year INT);
",What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model?,"SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.countryId HAVING count(*)  >  3 UNION SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country JOIN MODEL_LIST AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat';","SELECT T1.countryid,  T1.countryname FROM countries AS T1 JOIN car_makers AS T2 ON T1.countryid  =  T2.country GROUP BY T1.countryid HAVING count(*)  >  3 UNION SELECT T1.countryid,  T1.countryname FROM countries AS T1 JOIN model_list AS T2 ON T1.countryid  =  T2.maker JOIN car_names AS T3 ON T2.modelid  =  T3;",False
"CREATE TABLE continents (ContId INT, Continent TEXT);
CREATE TABLE countries (CountryId INT, CountryName TEXT, Continent INT);
CREATE TABLE car_makers (Id INT, Maker TEXT, FullName TEXT, Country TEXT);
CREATE TABLE model_list (ModelId INT, Maker INT, Model TEXT);
CREATE TABLE car_names (MakeId INT, Model TEXT, Make TEXT);
CREATE TABLE cars_data (Id INT, MPG TEXT, Cylinders INT, Edispl INT, Horsepower TEXT, Weight INT, Accelerate INT, Year INT);
",What are the ids and names of all countries that either have more than 3 car makers or produce fiat model?,"select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';","SELECT T1.CountryId,  T1.CountryName FROM countries AS T1 JOIN car_makers AS T2 ON T1.CountryId  =  T2.Country WHERE T2.Maker  >  3 UNION SELECT T1.CountryId,  T1.CountryName FROM countries AS T1 JOIN car_names AS T2 ON T1.CountryId  =  T2.MakeId WHERE T2.Make  =  ""Fiat"";",False
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
","Which country does Airline ""JetBlue Airways"" belong to?","SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"";","SELECT Country FROM airlines WHERE Airline  =  ""JetBlue Airways"";",True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",What country is Jetblue Airways affiliated with?,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"";","SELECT Country FROM airlines WHERE Airline  =  ""JetBlue Airways"";",True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
","What is the abbreviation of Airline ""JetBlue Airways""?","SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"";","SELECT Abbreviation FROM airlines WHERE Airline  =  ""JetBlue Airways"";",True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",Which abbreviation corresponds to Jetblue Airways?,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways"";","SELECT Abbreviation FROM airlines WHERE Airline  =  ""JetBlue Airways"";",True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
","List all airline names and their abbreviations in ""USA"".","SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA"";","SELECT Airline,  Abbreviation FROM airlines WHERE Country  =  ""USA"";",False
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",What are the airline names and abbreviations for airlines in the USA?,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA"";","SELECT Airline,  Abbreviation FROM airlines WHERE Country  =  'USA';",False
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",List the airport code and name in the city of Anthony.,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony"";","SELECT AirportCode,  AirportName FROM airports WHERE City  =  ""Anthony"";",False
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",Give the airport code and airport name corresonding to the city Anthony.,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony"";","SELECT AirportCode,  AirportName FROM airports WHERE City  =  ""Anthony"";",False
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",How many airlines do we have?,SELECT count(*) FROM AIRLINES;,SELECT count(*) FROM airlines;,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",What is the total number of airlines?,SELECT count(*) FROM AIRLINES;,SELECT count(*) FROM airlines;,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",How many airports do we have?,SELECT count(*) FROM AIRPORTS;,SELECT count(*) FROM airports;,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",Return the number of  airports.,SELECT count(*) FROM AIRPORTS;,SELECT count(*) FROM airports;,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",How many flights do we have?,SELECT count(*) FROM FLIGHTS;,SELECT count(*) FROM flights;,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",Return the number of flights.,SELECT count(*) FROM FLIGHTS;,SELECT count(*) FROM flights;,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",Which airline has abbreviation 'UAL'?,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL"";",SELECT Airline FROM airlines WHERE Abbreviation  =  'UAL';,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",Give the airline with abbreviation 'UAL'.,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL"";",SELECT Airline FROM airlines WHERE Abbreviation  =  'UAL';,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",How many airlines are from USA?,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA"";",SELECT count(*) FROM airlines WHERE country  =  'USA';,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",Return the number of airlines in the USA.,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA"";",SELECT count(*) FROM airlines WHERE country  =  'USA';,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",Which city and country is the Alton airport at?,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton"";","SELECT city,  country FROM airports WHERE airportname  =  ""Alton"";",False
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",Give the city and country for the Alton airport.,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton"";","SELECT city,  country FROM airports WHERE airportname  =  ""Alton"";",False
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",What is the airport name for airport 'AKO'?,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO"";",SELECT AirportName FROM airports WHERE AirportCode  =  'AKO';,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",Return the name of the airport with code 'AKO'.,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO"";",SELECT AirportName FROM airports WHERE AirportCode  =  'AKO';,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",What are airport names at City 'Aberdeen'?,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen"";",SELECT AirportName FROM airports WHERE City  =  'Aberdeen';,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",What are the names of airports in Aberdeen?,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen"";",SELECT AirportName FROM airports WHERE City  =  'Aberdeen';,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",How many flights depart from 'APG'?,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG"";",SELECT count(*) FROM flights WHERE SourceAirport  =  'APG';,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",Count the number of flights departing from 'APG'.,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG"";",SELECT count(*) FROM flights WHERE SourceAirport  =  'APG';,True
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",How many flights have destination ATO?,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO"";","SELECT count(*) FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.DestAirport WHERE T1.AirportCode  =  ""ATO"";",False
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",Count the number of flights into ATO.,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO"";","SELECT count(*) FROM airports WHERE AirportCode  =  ""ATO"";",False
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",How many flights depart from City Aberdeen?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"";","SELECT count(*) FROM airports WHERE city  =  ""Aberdeen"";",False
"CREATE TABLE airlines (uid INT, Airline TEXT, Abbreviation TEXT, Country TEXT);
CREATE TABLE airports (City TEXT, AirportCode TEXT, AirportName TEXT, Country TEXT, CountryAbbrev TEXT);
CREATE TABLE flights (Airline INT, FlightNo INT, SourceAirport TEXT, DestAirport TEXT);
",Return the number of flights departing from Aberdeen.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen"";","SELECT count(*) FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.SourceAirport WHERE T1.City  =  ""Aberdeen"";",False
